20 18 20 0.05
16 13 16 0.05
5 5 5 0.03
1 1 1 0.01
15 18 15 0.08
70 70 70 0.12
84 85 84 0.12
37 40 37 0.08
15 15 15 0.05
6 5 6 0.04
31 30 31 0.07
19 20 19 0.05
22 23 22 0.05
27 28 27 0.09
86 91 86 0.16
159 160 159 0.22
197 199 197 0.22
80 80 80 0.14
12 12 12 0.06
42 41 42 0.06
70 70 70 0.1
89 88 89 0.1
37 38 37 0.07
42 42 42 0.1
67 64 67 0.11
106 104 106 0.14
107 109 107 0.15
95 91 95 0.18
103 101 103 0.2
145 144 145 0.2
141 142 141 0.16
38 38 38 0.07
8 8 8 0.03
8 7 8 0.02
2 2 2 0.01
2 2 2 0.02
13 13 13 0.06
21 22 21 0.06
17 17 17 0.04
3 3 3 0.02
6 6 6 0.05
27 28 27 0.08
61 60 61 0.17
85 85 85 0.15
91 93 91 0.14
69 71 69 0.11
14 13 14 0.06
8 8 8 0.04
3 2 3 0.01
43 44 43 0.08
15 14 15 0.06
30 31 30 0.08
64 65 64 0.12
105 103 105 0.13
123 130 123 0.19
167 168 167 0.21
49 50 49 0.14
60 63 60 0.13
85 85 85 0.13
119 118 119 0.11
132 130 132 0.1
70 70 70 0.09
46 47 46 0.1
126 127 126 0.15
191 190 191 0.18
243 239 243 0.23
218 216 218 0.22
247 247 247 0.24
205 209 205 0.23
44 47 44 0.1
5 5 5 0.02
1 1 1 0.
1 1 1 0.
2 2 2 0.01
7 5 7 0.02
10 9 10 0.04
12 13 12 0.05
16 16 16 0.06
11 10 11 0.05
5 5 5 0.05
14 15 14 0.07
56 54 56 0.09
106 106 106 0.17
81 87 81 0.16
48 51 48 0.12
118 116 118 0.14
68 68 68 0.12
26 26 26 0.07
5 4 5 0.03
6 5 6 0.02
36 35 36 0.04
33 34 33 0.07
33 34 33 0.08
36 35 36 0.08
57 55 57 0.1
62 55 62 0.1
70 70 70 0.15
152 151 152 0.21
135 136 135 0.2
143 142 143 0.22
127 130 127 0.18
132 132 132 0.13
90 90 90 0.11
84 81 84 0.12
119 117 119 0.18
190 191 190 0.2
312 312 312 0.25
365 364 365 0.26
437 435 437 0.27
390 391 390 0.26
131 136 131 0.18
12 15 12 0.06
1 2 1 0.01
2 2 2 0.
4 4 4 0.01
9 9 9 0.02
11 10 11 0.03
4 4 4 0.02
5 5 5 0.02
10 12 10 0.03
7 7 7 0.04
1 1 1 0.
1 2 1 0.01
4 4 4 0.02
35 35 35 0.05
31 31 31 0.09
7 8 7 0.05
23 25 23 0.1
143 143 143 0.18
151 150 151 0.18
157 156 157 0.16
170 172 170 0.14
86 91 86 0.13
2 2 2 0.02
1 1 1 0.01
1 1 1 0.
5 5 5 0.02
4 4 4 0.02
2 2 2 0.01
3 3 3 0.02
10 7 10 0.04
17 17 17 0.06
58 59 58 0.13
186 186 186 0.21
235 239 235 0.23
180 180 180 0.22
175 175 175 0.19
165 166 165 0.18
125 125 125 0.18
168 165 168 0.19
208 204 208 0.21
229 229 229 0.24
366 364 366 0.26
574 570 574 0.27
686 687 686 0.28
349 349 349 0.24
106 107 106 0.14
22 23 22 0.08
10 8 10 0.04
7 7 7 0.03
15 15 15 0.05
6 6 6 0.02
3 3 3 0.02
1 1 1 0.01
3 2 3 0.02
5 5 5 0.02
2 2 2 0.01
1 1 1 0.
1 1 1 0.
1 1 1 0.
18 18 18 0.06
33 31 33 0.09
15 16 15 0.08
15 16 15 0.07
43 43 43 0.12
83 87 83 0.13
203 204 203 0.21
193 199 193 0.21
90 89 90 0.12
151 147 151 0.15
25 27 25 0.06
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
5 6 5 0.03
2 2 2 0.02
23 25 23 0.07
63 66 63 0.14
151 151 151 0.19
199 200 199 0.21
193 194 193 0.22
245 245 245 0.22
265 260 265 0.24
200 202 200 0.22
242 239 242 0.24
260 262 260 0.24
297 295 297 0.25
569 573 569 0.27
772 771 772 0.28
452 454 452 0.27
175 177 175 0.2
73 74 73 0.13
34 33 34 0.08
50 49 50 0.1
41 41 41 0.08
43 42 43 0.11
16 14 16 0.06
14 13 14 0.04
2 2 2 0.01
2 1 2 0.02
1 1 1 0.01
1 1 1 0.
1 1 1 0.
2 3 2 0.01
8 10 8 0.04
29 27 29 0.06
22 22 22 0.06
6 6 6 0.03
12 11 12 0.07
53 54 53 0.1
27 30 27 0.11
104 104 104 0.15
122 118 122 0.18
229 232 229 0.22
199 200 199 0.21
79 81 79 0.13
56 57 56 0.08
2 2 2 0.01
2 2 2 0.01
3 3 3 0.01
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
4 4 4 0.03
6 6 6 0.04
16 18 16 0.08
110 116 110 0.16
180 177 180 0.21
218 219 218 0.22
230 229 230 0.21
395 393 395 0.26
408 408 408 0.26
361 364 361 0.25
341 340 341 0.24
370 371 370 0.25
518 518 518 0.27
732 731 732 0.28
502 500 502 0.27
209 210 209 0.22
85 85 85 0.14
40 41 40 0.08
18 19 18 0.06
67 67 67 0.08
78 78 78 0.11
75 74 75 0.13
82 82 82 0.1
89 86 89 0.08
18 19 18 0.05
7 7 7 0.03
1 1 1 0.
1 1 1 0.
1 1 1 0.
5 4 5 0.03
5 6 5 0.03
29 28 29 0.05
9 10 9 0.01
1 1 1 0.01
9 10 9 0.04
50 50 50 0.08
61 62 61 0.08
61 62 61 0.12
129 129 129 0.2
301 297 301 0.25
470 459 470 0.26
373 375 373 0.25
134 135 134 0.17
73 73 73 0.11
8 8 8 0.04
1 1 1 0.
1 1 1 0.01
3 4 3 0.02
1 1 1 0.01
1 1 1 0.
1 1 1 0.01
1 1 1 0.01
1 1 1 0.01
2 1 2 0.02
23 26 23 0.08
129 133 129 0.18
255 255 255 0.25
222 225 222 0.23
318 317 318 0.24
508 506 508 0.27
433 432 433 0.26
445 443 445 0.26
661 663 661 0.28
744 746 744 0.28
867 868 867 0.28
688 690 688 0.27
342 343 342 0.22
170 171 170 0.19
61 68 61 0.13
8 10 8 0.04
6 6 6 0.02
61 61 61 0.07
124 123 124 0.1
146 147 146 0.11
129 129 129 0.12
151 149 151 0.12
91 89 91 0.11
23 22 23 0.07
8 9 8 0.06
10 9 10 0.04
4 4 4 0.04
12 11 12 0.07
9 9 9 0.03
20 19 20 0.02
4 4 4 0.01
2 2 2 0.01
7 7 7 0.02
11 11 11 0.03
32 32 32 0.05
44 45 44 0.07
22 24 22 0.06
88 92 88 0.14
313 316 313 0.25
533 534 533 0.27
651 651 651 0.28
463 473 463 0.26
142 145 142 0.19
28 30 28 0.11
10 12 10 0.04
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
1 1 1 0.
5 4 5 0.02
2 2 2 0.01
2 1 2 0.01
7 6 7 0.06
31 31 31 0.09
112 113 112 0.16
275 277 275 0.24
257 259 257 0.25
295 294 295 0.25
368 370 368 0.26
430 432 430 0.26
718 721 718 0.28
874 872 874 0.29
875 875 875 0.29
851 851 851 0.28
743 745 743 0.24
479 484 479 0.22
176 178 176 0.2
36 39 36 0.09
8 8 8 0.03
39 38 39 0.06
101 101 101 0.08
151 151 151 0.11
146 147 146 0.15
144 143 144 0.15
201 200 201 0.17
163 163 163 0.16
69 72 69 0.14
35 36 35 0.1
68 68 68 0.11
18 17 18 0.07
21 20 21 0.05
5 7 5 0.03
3 3 3 0.01
11 11 11 0.02
2 2 2 0.
14 14 14 0.03
22 22 22 0.03
46 45 46 0.06
87 88 87 0.09
55 55 55 0.08
31 34 31 0.08
180 183 180 0.18
469 469 469 0.26
696 697 696 0.28
702 702 702 0.28
449 454 449 0.26
207 207 207 0.22
37 44 37 0.12
19 18 19 0.04
1 1 1 0.01
1 1 1 0.01
1 1 1 0.01
3 4 3 0.01
5 5 5 0.02
8 8 8 0.03
2 2 2 0.02
1 1 1 0.01
8 9 8 0.04
29 30 29 0.1
99 101 99 0.17
203 205 203 0.23
192 192 192 0.24
244 242 244 0.24
343 343 343 0.25
425 423 425 0.26
647 645 647 0.28
701 699 701 0.28
638 633 638 0.27
666 667 666 0.25
619 620 619 0.23
286 288 286 0.22
83 87 83 0.15
31 31 31 0.1
68 67 68 0.11
95 96 95 0.1
119 119 119 0.1
117 116 117 0.12
111 111 111 0.14
100 99 100 0.14
128 131 128 0.15
104 105 104 0.18
67 65 67 0.16
79 76 79 0.15
79 80 79 0.14
91 90 91 0.12
55 54 55 0.06
16 16 16 0.04
12 12 12 0.02
2 2 2 0.01
8 7 8 0.02
13 14 13 0.04
44 45 44 0.06
103 104 103 0.1
183 180 183 0.11
126 132 126 0.1
20 19 20 0.05
170 169 170 0.2
234 218 234 0.2
350 351 350 0.25
540 542 540 0.27
668 666 668 0.28
759 759 759 0.28
580 577 580 0.27
356 361 356 0.25
100 104 100 0.18
29 28 29 0.06
20 19 20 0.05
29 29 29 0.08
32 31 32 0.07
42 43 42 0.09
40 40 40 0.08
16 19 16 0.06
3 3 3 0.02
5 4 5 0.02
12 11 12 0.04
13 17 13 0.08
125 126 125 0.2
130 129 130 0.2
147 146 147 0.2
189 187 189 0.23
239 239 239 0.23
330 333 330 0.23
404 404 404 0.26
457 453 457 0.26
491 489 491 0.24
468 467 468 0.23
335 336 335 0.23
95 96 95 0.16
35 37 35 0.08
24 25 24 0.07
104 101 104 0.11
101 100 101 0.09
105 106 105 0.09
106 110 106 0.11
74 74 74 0.13
24 21 24 0.09
41 38 41 0.11
66 64 66 0.15
98 98 98 0.14
107 104 107 0.16
124 123 124 0.17
142 143 142 0.13
73 74 73 0.06
15 15 15 0.04
2 2 2 0.02
3 3 3 0.01
35 37 35 0.06
55 54 55 0.07
98 96 98 0.09
183 185 183 0.14
286 286 286 0.14
139 141 139 0.12
30 31 30 0.09
56 53 56 0.12
330 328 330 0.24
597 602 597 0.27
528 533 528 0.26
547 545 547 0.27
798 798 798 0.29
937 938 937 0.29
823 824 823 0.29
412 416 412 0.26
193 196 193 0.22
103 102 103 0.16
127 125 127 0.13
168 164 168 0.17
172 167 172 0.2
127 124 127 0.18
105 102 105 0.15
43 44 43 0.1
15 14 15 0.06
34 33 34 0.09
38 37 38 0.09
14 16 14 0.09
50 49 50 0.14
41 37 41 0.11
100 101 100 0.18
165 161 165 0.22
171 168 171 0.21
115 109 115 0.19
166 166 166 0.21
252 248 252 0.23
298 302 298 0.22
270 268 270 0.22
125 125 125 0.19
22 21 22 0.08
12 7 12 0.04
6 7 6 0.03
42 40 42 0.05
79 78 79 0.08
96 97 96 0.08
76 76 76 0.1
11 10 11 0.06
17 20 17 0.08
54 56 54 0.14
43 46 43 0.13
72 72 72 0.11
152 154 152 0.16
144 146 144 0.16
72 70 72 0.07
78 77 78 0.06
6 7 6 0.02
2 1 2 0.01
33 33 33 0.06
90 90 90 0.09
155 154 155 0.09
157 158 157 0.15
166 167 166 0.17
234 234 234 0.19
154 150 154 0.19
129 127 129 0.19
134 133 134 0.14
137 139 137 0.18
180 180 180 0.18
377 379 377 0.25
717 720 717 0.28
873 871 873 0.29
724 719 724 0.28
942 940 942 0.29
978 981 978 0.29
727 727 727 0.28
581 577 581 0.27
456 456 456 0.26
348 345 348 0.24
322 321 322 0.2
335 338 335 0.2
199 201 199 0.19
189 188 189 0.15
148 148 148 0.16
116 116 116 0.15
79 77 79 0.13
55 54 55 0.15
33 34 33 0.1
11 12 11 0.07
15 14 15 0.06
52 50 52 0.12
131 132 131 0.19
168 166 168 0.2
83 84 83 0.11
27 27 27 0.09
101 104 101 0.17
161 159 161 0.2
214 216 214 0.22
151 150 151 0.19
35 37 35 0.11
1 1 1 0.01
6 5 6 0.02
7 8 7 0.03
3 3 3 0.02
19 20 19 0.04
76 76 76 0.07
42 43 42 0.11
26 25 26 0.1
38 41 38 0.11
34 33 34 0.11
45 43 45 0.12
50 51 50 0.09
121 119 121 0.12
48 47 48 0.08
42 40 42 0.06
37 34 37 0.05
18 18 18 0.04
9 10 9 0.02
82 84 82 0.09
155 155 155 0.12
229 225 229 0.14
187 190 187 0.19
105 104 105 0.17
160 163 160 0.23
197 198 197 0.24
238 237 238 0.22
215 216 215 0.2
207 210 207 0.22
173 173 173 0.19
396 404 396 0.26
705 709 705 0.28
1007 1009 1007 0.29
1096 1095 1096 0.3
1089 1090 1089 0.3
877 884 877 0.29
642 640 642 0.27
583 582 583 0.27
588 587 588 0.27
517 516 517 0.25
473 470 473 0.22
392 391 392 0.19
254 259 254 0.17
135 137 135 0.15
113 113 113 0.16
104 102 104 0.16
85 84 85 0.17
39 40 39 0.13
46 44 46 0.11
53 46 53 0.14
81 78 81 0.16
164 163 164 0.2
132 131 132 0.19
111 110 111 0.11
30 30 30 0.07
11 12 11 0.05
20 19 20 0.11
44 39 44 0.13
92 89 92 0.16
47 46 47 0.11
21 22 21 0.08
5 4 5 0.03
25 24 25 0.04
32 34 32 0.06
11 10 11 0.04
40 40 40 0.07
74 73 74 0.13
119 120 119 0.2
56 56 56 0.15
14 14 14 0.06
15 14 15 0.07
30 31 30 0.07
42 43 42 0.07
9 8 9 0.03
10 10 10 0.02
2 2 2 0.01
6 6 6 0.01
14 14 14 0.04
56 55 56 0.07
136 138 136 0.13
264 264 264 0.14
317 315 317 0.15
157 155 157 0.16
101 102 101 0.16
118 115 118 0.18
160 156 160 0.22
192 190 192 0.22
207 208 207 0.23
255 256 255 0.23
278 278 278 0.24
127 122 127 0.17
179 181 179 0.18
306 313 306 0.24
749 754 749 0.28
1087 1088 1087 0.3
1106 1104 1106 0.3
1088 1087 1088 0.3
852 852 852 0.29
653 653 653 0.27
532 530 532 0.25
511 514 511 0.25
552 553 552 0.24
523 524 523 0.23
352 355 352 0.17
199 199 199 0.17
175 173 175 0.19
68 69 68 0.15
38 37 38 0.12
36 35 36 0.11
67 67 67 0.12
96 98 96 0.16
228 224 228 0.23
229 229 229 0.24
141 140 141 0.19
94 92 94 0.12
42 43 42 0.08
28 24 28 0.07
10 10 10 0.06
11 11 11 0.07
7 7 7 0.05
18 20 18 0.07
14 11 14 0.05
8 5 8 0.05
47 46 47 0.12
53 53 53 0.11
45 45 45 0.07
68 69 68 0.09
73 74 73 0.13
139 139 139 0.2
80 79 80 0.18
54 54 54 0.14
9 9 9 0.08
3 4 3 0.04
11 11 11 0.04
7 7 7 0.02
1 1 1 0.
1 1 1 0.
1 1 1 0.
10 11 10 0.03
62 62 62 0.08
93 94 93 0.12
184 186 184 0.14
242 241 242 0.14
137 137 137 0.14
78 78 78 0.11
79 79 79 0.1
64 64 64 0.1
81 79 81 0.13
91 94 91 0.16
202 202 202 0.23
228 229 228 0.23
236 236 236 0.24
153 154 153 0.22
235 236 235 0.18
270 271 270 0.19
312 314 312 0.25
553 557 553 0.27
833 836 833 0.29
1051 1053 1051 0.3
1006 1006 1006 0.29
869 869 869 0.29
663 664 663 0.27
431 428 431 0.25
430 433 430 0.24
448 448 448 0.25
429 427 429 0.25
281 282 281 0.2
235 235 235 0.22
231 232 231 0.22
103 105 103 0.18
42 39 42 0.1
51 49 51 0.12
116 116 116 0.16
219 222 219 0.21
334 334 334 0.23
141 145 141 0.17
64 65 64 0.11
18 17 18 0.08
37 38 37 0.09
45 46 45 0.11
50 48 50 0.1
27 25 27 0.07
17 17 17 0.07
10 8 10 0.06
49 46 49 0.11
74 72 74 0.13
125 124 125 0.16
104 108 104 0.14
81 81 81 0.1
83 83 83 0.11
212 213 212 0.2
157 155 157 0.21
52 53 52 0.16
37 38 37 0.13
49 49 49 0.13
22 20 22 0.09
2 2 2 0.03
1 1 1 0.
1 1 1 0.
1 1 1 0.01
6 6 6 0.02
62 63 62 0.08
119 119 119 0.11
134 132 134 0.12
167 163 167 0.13
105 103 105 0.12
39 37 39 0.08
38 39 38 0.08
46 44 46 0.08
41 40 41 0.08
56 55 56 0.1
95 96 95 0.16
128 126 128 0.2
171 170 171 0.22
183 181 183 0.21
122 121 122 0.2
154 152 154 0.2
326 324 326 0.24
265 266 265 0.19
227 227 227 0.21
290 291 290 0.25
377 376 377 0.26
524 520 524 0.27
704 702 704 0.28
740 734 740 0.28
775 774 775 0.28
531 545 531 0.25
277 278 277 0.22
255 254 255 0.22
309 310 309 0.22
261 260 261 0.22
317 318 317 0.25
336 334 336 0.24
274 274 274 0.22
238 236 238 0.2
192 192 192 0.16
150 148 150 0.16
256 252 256 0.21
376 371 376 0.25
206 208 206 0.23
99 101 99 0.17
59 57 59 0.14
44 44 44 0.12
48 48 48 0.12
67 67 67 0.1
141 139 141 0.15
68 69 68 0.14
108 104 108 0.14
66 68 66 0.11
90 88 90 0.13
112 108 112 0.15
123 121 123 0.14
103 102 103 0.14
107 105 107 0.13
131 131 131 0.18
227 228 227 0.19
251 251 251 0.21
132 136 132 0.2
55 57 55 0.13
92 94 92 0.12
65 67 65 0.12
30 29 30 0.07
26 26 26 0.06
1 1 1 0.
9 8 9 0.03
55 54 55 0.08
117 120 117 0.12
191 191 191 0.15
138 138 138 0.13
103 104 103 0.1
45 45 45 0.07
22 21 22 0.06
24 25 24 0.07
19 19 19 0.07
28 28 28 0.08
108 109 108 0.14
107 107 107 0.16
57 58 57 0.16
327 325 327 0.25
226 225 226 0.23
189 190 189 0.24
168 167 168 0.22
211 207 211 0.21
369 370 369 0.25
498 493 498 0.26
611 612 611 0.27
633 632 633 0.28
362 364 362 0.25
187 189 187 0.22
182 185 182 0.18
174 174 174 0.21
197 197 197 0.21
284 290 284 0.24
333 331 333 0.25
304 305 304 0.23
243 243 243 0.21
238 234 238 0.22
303 302 303 0.22
456 462 456 0.25
331 332 331 0.25
128 129 128 0.2
61 63 61 0.15
88 86 88 0.16
100 103 100 0.18
46 44 46 0.15
88 86 88 0.16
155 153 155 0.2
167 169 167 0.2
198 196 198 0.2
134 134 134 0.18
76 78 76 0.12
59 58 59 0.09
56 54 56 0.09
79 80 79 0.12
112 113 112 0.17
110 111 110 0.17
198 199 198 0.16
310 305 310 0.2
159 160 159 0.2
72 73 72 0.15
100 100 100 0.12
114 113 114 0.12
80 80 80 0.1
52 53 52 0.09
35 32 35 0.06
45 45 45 0.08
60 60 60 0.11
156 161 156 0.15
273 275 273 0.15
216 215 216 0.14
85 85 85 0.1
47 47 47 0.09
9 9 9 0.03
11 11 11 0.05
18 19 18 0.06
40 40 40 0.1
118 119 118 0.16
106 108 106 0.15
321 321 321 0.26
203 201 203 0.23
127 127 127 0.21
125 124 125 0.21
142 142 142 0.19
237 238 237 0.21
368 371 368 0.23
456 455 456 0.26
417 414 417 0.26
369 369 369 0.26
329 323 329 0.24
210 213 210 0.19
160 159 160 0.21
171 172 171 0.23
187 188 187 0.21
249 249 249 0.24
377 377 377 0.26
399 397 399 0.26
412 410 412 0.26
359 361 359 0.25
172 167 172 0.21
148 146 148 0.2
75 74 75 0.13
74 73 74 0.12
125 126 125 0.17
89 88 89 0.15
62 62 62 0.11
69 69 69 0.14
133 132 133 0.21
194 192 194 0.23
275 275 275 0.25
156 156 156 0.22
72 71 72 0.12
74 75 74 0.1
83 83 83 0.09
89 91 89 0.14
153 153 153 0.21
109 109 109 0.15
145 146 145 0.13
217 221 217 0.2
181 181 181 0.19
102 102 102 0.13
56 54 56 0.09
95 96 95 0.1
104 103 104 0.11
101 101 101 0.11
128 126 128 0.13
115 113 115 0.14
123 124 123 0.16
201 202 201 0.18
199 201 199 0.17
173 174 173 0.14
59 60 59 0.11
14 12 14 0.05
1 2 1 0.01
1 1 1 0.01
13 12 13 0.05
31 31 31 0.1
109 106 109 0.17
233 232 233 0.23
142 145 142 0.18
115 114 115 0.18
93 90 93 0.18
58 55 58 0.14
113 115 113 0.15
285 288 285 0.23
324 324 324 0.24
320 321 320 0.24
521 523 521 0.26
529 530 529 0.27
405 407 405 0.26
176 175 176 0.21
159 160 159 0.23
194 193 194 0.23
233 232 233 0.24
385 384 385 0.25
448 451 448 0.26
331 327 331 0.24
184 185 184 0.2
97 97 97 0.13
76 79 76 0.12
48 46 48 0.09
102 96 102 0.14
61 60 61 0.12
41 39 41 0.08
60 60 60 0.12
69 70 69 0.16
153 153 153 0.22
248 246 248 0.24
231 231 231 0.24
107 106 107 0.18
85 86 85 0.12
101 103 101 0.1
113 114 113 0.11
109 108 109 0.15
116 116 116 0.15
73 73 73 0.1
108 108 108 0.11
83 80 83 0.14
120 121 120 0.13
60 62 60 0.11
19 19 19 0.07
46 44 46 0.08
92 91 92 0.11
132 132 132 0.12
219 217 219 0.14
237 237 237 0.18
199 200 199 0.21
193 191 193 0.2
153 152 153 0.15
93 94 93 0.13
43 43 43 0.11
12 12 12 0.05
5 5 5 0.03
32 33 32 0.08
82 79 82 0.11
150 151 150 0.15
216 214 216 0.18
406 407 406 0.23
242 246 242 0.23
161 162 161 0.18
88 91 88 0.16
84 86 84 0.15
98 97 98 0.16
145 146 145 0.16
319 320 319 0.24
232 233 232 0.22
263 263 263 0.23
554 553 554 0.26
589 591 589 0.26
548 548 548 0.27
503 503 503 0.27
345 344 345 0.26
299 299 299 0.25
348 346 348 0.26
325 322 325 0.25
297 293 297 0.24
155 153 155 0.18
108 109 108 0.15
82 82 82 0.12
52 51 52 0.09
42 42 42 0.08
39 35 39 0.1
26 25 26 0.07
13 14 13 0.06
36 35 36 0.14
27 25 27 0.11
69 66 69 0.14
174 173 174 0.21
124 126 124 0.2
66 65 66 0.12
72 73 72 0.12
48 46 48 0.08
83 82 83 0.12
98 94 98 0.13
34 32 34 0.07
21 21 21 0.06
66 66 66 0.1
49 49 49 0.09
19 18 19 0.06
19 19 19 0.06
20 20 20 0.06
31 31 31 0.06
70 73 70 0.09
177 180 177 0.13
375 376 375 0.16
362 367 362 0.22
260 262 260 0.23
208 209 208 0.22
140 141 140 0.16
111 110 111 0.15
103 102 103 0.15
64 61 64 0.12
76 78 76 0.12
105 106 105 0.12
211 210 211 0.17
290 291 290 0.16
375 376 375 0.22
257 258 257 0.24
141 143 141 0.21
79 78 79 0.16
92 93 92 0.17
163 164 163 0.16
314 319 314 0.21
361 360 361 0.26
321 322 321 0.24
493 495 493 0.24
555 557 555 0.26
465 463 465 0.25
487 487 487 0.25
642 645 642 0.27
567 577 567 0.25
518 518 518 0.25
470 472 470 0.27
262 262 262 0.24
186 188 186 0.22
99 99 99 0.18
110 109 110 0.16
64 63 64 0.1
31 31 31 0.07
11 10 11 0.04
21 20 21 0.05
27 27 27 0.05
24 30 24 0.09
33 36 33 0.12
42 39 42 0.09
62 62 62 0.1
71 71 71 0.14
51 51 51 0.11
38 37 38 0.1
27 27 27 0.09
12 13 12 0.06
29 28 29 0.06
44 44 44 0.08
15 15 15 0.06
26 28 26 0.08
44 45 44 0.09
27 28 27 0.05
4 4 4 0.02
7 6 7 0.02
9 9 9 0.03
19 20 19 0.05
114 119 114 0.13
399 395 399 0.2
498 495 498 0.23
362 361 362 0.24
249 246 249 0.24
185 184 185 0.23
160 157 160 0.22
113 112 113 0.18
97 95 97 0.16
78 82 78 0.13
111 112 111 0.12
247 249 247 0.17
295 292 295 0.18
276 280 276 0.25
347 345 347 0.25
375 376 375 0.24
263 268 263 0.24
95 95 95 0.19
93 95 93 0.18
171 172 171 0.2
276 279 276 0.2
498 502 498 0.25
589 592 589 0.27
501 500 501 0.24
480 481 480 0.22
343 345 343 0.23
241 242 241 0.21
459 463 459 0.21
662 661 662 0.26
596 600 596 0.21
491 494 491 0.26
282 281 282 0.22
252 253 252 0.21
188 188 188 0.22
145 148 145 0.21
188 187 188 0.17
122 123 122 0.12
41 40 41 0.08
15 15 15 0.05
9 8 9 0.05
